"","station","day_week","entries"
"1304","CORTLANDT ST","Monday",3422.25
"1305","CORTLANDT ST","Saturday",149
"1306","CORTLANDT ST","Sunday",0
"1307","CORTLANDT ST","Thursday",5096
"1308","CORTLANDT ST","Tuesday",4750.75
"1309","CORTLANDT ST","Wednesday",13337
"1310","COURT SQ","Friday",21887.75
"1311","COURT SQ","Monday",18332.5
"1312","COURT SQ","Saturday",8684
"1313","COURT SQ","Sunday",7259.5
"1314","COURT SQ","Thursday",24342
"1315","COURT SQ","Tuesday",23105
"1316","COURT SQ","Wednesday",23814.25
"1317","CRESCENT ST","Friday",5105.5
"1318","CRESCENT ST","Monday",4615
"1319","CRESCENT ST","Saturday",3287.25
"1320","CRESCENT ST","Sunday",2718
"1321","CRESCENT ST","Thursday",5117
"1322","CRESCENT ST","Tuesday",5163.5
"1323","CRESCENT ST","Wednesday",5122
"1324","CROWN HTS-UTICA","Friday",29654.5
"1325","CROWN HTS-UTICA","Monday",20075.75
"1326","CROWN HTS-UTICA","Saturday",1515.5
"1327","CROWN HTS-UTICA","Sunday",3.5
"1328","CROWN HTS-UTICA","Thursday",29565.5
"1329","CROWN HTS-UTICA","Tuesday",29005.5
"1330","CROWN HTS-UTICA","Wednesday",29860.75
"1331","CYPRESS AVE","Friday",4318
"1332","CYPRESS AVE","Monday",3660.5
"1333","CYPRESS AVE","Saturday",2407
"1334","CYPRESS AVE","Sunday",1910.25
"1335","CYPRESS AVE","Thursday",4263.75
"1336","CYPRESS AVE","Tuesday",4278.5
"1337","CYPRESS AVE","Wednesday",4252.75
"1338","CYPRESS HILLS","Friday",1541.5
"1339","CYPRESS HILLS","Monday",1378
"1340","CYPRESS HILLS","Saturday",850.75
"1341","CYPRESS HILLS","Sunday",728
"1342","CYPRESS HILLS","Thursday",1541
"1343","CYPRESS HILLS","Tuesday",1565.5
"1344","CYPRESS HILLS","Wednesday",1574.75
"1345","DEKALB AVE","Friday",30216.75
"1346","DEKALB AVE","Monday",26978
"1347","DEKALB AVE","Saturday",19221.75
"1348","DEKALB AVE","Sunday",16759.5
"1349","DEKALB AVE","Thursday",30602.5
"1350","DEKALB AVE","Tuesday",30841.5
"1351","DEKALB AVE","Wednesday",30923.5
"1352","DELANCEY ST","Friday",26714.25
"1353","DELANCEY ST","Monday",21086.25
"1354","DELANCEY ST","Saturday",16837.75
"1355","DELANCEY ST","Sunday",14523.5
"1356","DELANCEY ST","Thursday",26012.25
"1357","DELANCEY ST","Tuesday",24810.75
"1358","DELANCEY ST","Wednesday",25797.25
"1359","DITMARS BL-31 S","Friday",17813.5
"1360","DITMARS BL-31 S","Monday",15584
"1361","DITMARS BL-31 S","Saturday",11089.25
"1362","DITMARS BL-31 S","Sunday",9570.5
"1363","DITMARS BL-31 S","Thursday",18166.25
"1364","DITMARS BL-31 S","Tuesday",18045.75
"1365","DITMARS BL-31 S","Wednesday",18117.5
"1366","DITMAS AVE","Friday",4883.75
"1367","DITMAS AVE","Monday",4546.25
"1368","DITMAS AVE","Saturday",2566
"1369","DITMAS AVE","Sunday",2505
"1370","DITMAS AVE","Thursday",4991.75
"1371","DITMAS AVE","Tuesday",5062.75
"1372","DITMAS AVE","Wednesday",5070.75
"1373","DYCKMAN-200 ST","Friday",7063.5
"1374","DYCKMAN-200 ST","Monday",6351.5
"1375","DYCKMAN-200 ST","Saturday",4851.75
"1376","DYCKMAN-200 ST","Sunday",4292.25
"1377","DYCKMAN-200 ST","Thursday",7038
"1378","DYCKMAN-200 ST","Tuesday",7132.25
"1379","DYCKMAN-200 ST","Wednesday",7064.5
"1380","DYCKMAN ST","Friday",7670.75
"1381","DYCKMAN ST","Monday",6987
"1382","DYCKMAN ST","Saturday",5395.5
"1383","DYCKMAN ST","Sunday",4821.5
"1384","DYCKMAN ST","Thursday",7527.5
"1385","DYCKMAN ST","Tuesday",7718.25
"1386","DYCKMAN ST","Wednesday",7678.25
"1387","DYRE AVE","Friday",5186.5
"1388","DYRE AVE","Monday",4523.25
"1389","DYRE AVE","Saturday",2200.25
"1390","DYRE AVE","Sunday",1585.25
"1391","DYRE AVE","Thursday",5449.5
"1392","DYRE AVE","Tuesday",5521
"1393","DYRE AVE","Wednesday",5552.5
"1394","E 143 ST","Friday",998.25
"1395","E 143 ST","Monday",857.5
"1396","E 143 ST","Saturday",477.75
"1397","E 143 ST","Sunday",412.75
"1398","E 143 ST","Thursday",995.5
"1399","E 143 ST","Tuesday",1005
"1400","E 143 ST","Wednesday",1021.25
"1401","E 149 ST","Friday",5022.75
"1402","E 149 ST","Monday",4274.75
"1403","E 149 ST","Saturday",2972.5
"1404","E 149 ST","Sunday",2483.25
"1405","E 149 ST","Thursday",4844.75
"1406","E 149 ST","Tuesday",4955.5
"1407","E 149 ST","Wednesday",4986.75
"1408","E 177 ST-PARKCH","Friday",17444
"1409","E 177 ST-PARKCH","Monday",15713.75
"1410","E 177 ST-PARKCH","Saturday",10566
"1411","E 177 ST-PARKCH","Sunday",8759.5
"1412","E 177 ST-PARKCH","Thursday",17441.75
"1413","E 177 ST-PARKCH","Tuesday",17810.5
"1414","E 177 ST-PARKCH","Wednesday",17796.75
"1415","E 180 ST","Friday",7718
"1416","E 180 ST","Monday",6880
"1417","E 180 ST","Saturday",4395.25
"1418","E 180 ST","Sunday",3602.25
"1419","E 180 ST","Thursday",7961
"1420","E 180 ST","Tuesday",8020.75
"1421","E 180 ST","Wednesday",8258
"1422","EAST 105 ST","Friday",4160.75
"1423","EAST 105 ST","Monday",3541
"1424","EAST 105 ST","Saturday",2127.5
"1425","EAST 105 ST","Sunday",1788.5
"1426","EAST 105 ST","Thursday",4072.25
"1427","EAST 105 ST","Tuesday",4078.5
"1428","EAST 105 ST","Wednesday",4119
"1429","EAST BROADWAY","Friday",14215.5
"1430","EAST BROADWAY","Monday",12526
"1431","EAST BROADWAY","Saturday",9479
"1432","EAST BROADWAY","Sunday",7708
"1433","EAST BROADWAY","Thursday",14147.5
"1434","EAST BROADWAY","Tuesday",14170.75
"1435","EAST BROADWAY","Wednesday",14191.25
"1436","EASTERN PKWY","Friday",5480.75
"1437","EASTERN PKWY","Monday",4173.25
"1438","EASTERN PKWY","Saturday",5004
"1439","EASTERN PKWY","Sunday",4726.5
"1440","EASTERN PKWY","Thursday",5435
"1441","EASTERN PKWY","Tuesday",5887.25
"1442","EASTERN PKWY","Wednesday",5628.75
"1443","ELDER AVE","Friday",6138.5
"1444","ELDER AVE","Monday",6217
"1445","ELDER AVE","Saturday",5481.75
"1446","ELDER AVE","Sunday",3679.75
"1447","ELDER AVE","Thursday",6870.75
"1448","ELDER AVE","Tuesday",6821
"1449","ELDER AVE","Wednesday",6964.25
"1450","ELDERTS LANE","Friday",3880.5
"1451","ELDERTS LANE","Monday",3513.75
"1452","ELDERTS LANE","Saturday",2147.5
"1453","ELDERTS LANE","Sunday",1761.5
"1454","ELDERTS LANE","Thursday",4027.25
"1455","ELDERTS LANE","Tuesday",4065.25
"1456","ELDERTS LANE","Wednesday",4152.25
"1457","ELMHURST AVE","Friday",13912
"1458","ELMHURST AVE","Monday",12536.5
"1459","ELMHURST AVE","Saturday",8606.25
"1460","ELMHURST AVE","Sunday",7603.75
"1461","ELMHURST AVE","Thursday",13669
"1462","ELMHURST AVE","Tuesday",14032.25
"1463","ELMHURST AVE","Wednesday",13989
"1464","E TREMONT AVE","Friday",8624.75
"1465","E TREMONT AVE","Monday",7998.25
"1466","E TREMONT AVE","Saturday",5801.75
"1467","E TREMONT AVE","Sunday",4930.5
"1468","E TREMONT AVE","Thursday",8563.5
"1469","E TREMONT AVE","Tuesday",8872
"1470","E TREMONT AVE","Wednesday",9352.5
"1471","EUCLID AVE","Friday",11352.25
"1472","EUCLID AVE","Monday",10107
"1473","EUCLID AVE","Saturday",6357.5
"1474","EUCLID AVE","Sunday",5286
"1475","EUCLID AVE","Thursday",11353.25
"1476","EUCLID AVE","Tuesday",11238.75
"1477","EUCLID AVE","Wednesday",11618.75
"1478","EXCHANGE PLACE","Friday",14410.25
"1479","EXCHANGE PLACE","Monday",12066
"1480","EXCHANGE PLACE","Saturday",160.5
"1481","EXCHANGE PLACE","Sunday",0
"1482","EXCHANGE PLACE","Thursday",15387.75
"1483","EXCHANGE PLACE","Tuesday",15706
"1484","EXCHANGE PLACE","Wednesday",15509.25
"1485","FAR ROCKAWAY","Friday",5014
"1486","FAR ROCKAWAY","Monday",4542.75
"1487","FAR ROCKAWAY","Saturday",2865.25
"1488","FAR ROCKAWAY","Sunday",2513.75
"1489","FAR ROCKAWAY","Thursday",4972.25
"1490","FAR ROCKAWAY","Tuesday",5010
"1491","FAR ROCKAWAY","Wednesday",4980.75
"1492","FLATBUSH AVE","Friday",22088
"1493","FLATBUSH AVE","Monday",16742
"1494","FLATBUSH AVE","Saturday",598
"1495","FLATBUSH AVE","Sunday",5.25
"1496","FLATBUSH AVE","Thursday",23758
"1497","FLATBUSH AVE","Tuesday",23108
"1498","FLATBUSH AVE","Wednesday",23985.5
"1499","FLUSHING AVE","Friday",12376.75
"1500","FLUSHING AVE","Monday",9588.25
"1501","FLUSHING AVE","Saturday",3189.5
"1502","FLUSHING AVE","Sunday",2551.5
"1503","FLUSHING AVE","Thursday",12342.75
"1504","FLUSHING AVE","Tuesday",12268.25
"1505","FLUSHING AVE","Wednesday",12355.75
"1506","FORDHAM ROAD","Friday",25086.25
"1507","FORDHAM ROAD","Monday",22410.75
"1508","FORDHAM ROAD","Saturday",16898
"1509","FORDHAM ROAD","Sunday",14587.75
"1510","FORDHAM ROAD","Thursday",25506.25
"1511","FORDHAM ROAD","Tuesday",25498.25
"1512","FORDHAM ROAD","Wednesday",25885.25
"1513","FOREST AVE","Friday",4303.25
"1514","FOREST AVE","Monday",3158
"1515","FOREST AVE","Saturday",443.25
"1516","FOREST AVE","Sunday",290.75
"1517","FOREST AVE","Thursday",4365.75
"1518","FOREST AVE","Tuesday",4321.25
"1519","FOREST AVE","Wednesday",4336.75
"1520","FOREST HILLS-71","Friday",28836.25
"1521","FOREST HILLS-71","Monday",24929.5
"1522","FOREST HILLS-71","Saturday",14810.5
"1523","FOREST HILLS-71","Sunday",12318
"1524","FOREST HILLS-71","Thursday",29839
"1525","FOREST HILLS-71","Tuesday",29702.5
"1526","FOREST HILLS-71","Wednesday",30001.5
"1527","FOREST PARKWAY","Friday",4002.75
"1528","FOREST PARKWAY","Monday",3557.25
"1529","FOREST PARKWAY","Saturday",2335.75
"1530","FOREST PARKWAY","Sunday",1847.5
"1531","FOREST PARKWAY","Thursday",4041.25
"1532","FOREST PARKWAY","Tuesday",4133.25
"1533","FOREST PARKWAY","Wednesday",4035.75
"1534","FRANKLIN AVE","Friday",21315
"1535","FRANKLIN AVE","Monday",28824.25
"1536","FRANKLIN AVE","Saturday",42288.5
"1537","FRANKLIN AVE","Sunday",36442
"1538","FRANKLIN AVE","Thursday",21487.5
"1539","FRANKLIN AVE","Tuesday",22610.5
"1540","FRANKLIN AVE","Wednesday",21502.75
"1541","FRANKLIN ST","Friday",6059.75
"1542","FRANKLIN ST","Monday",4845.75
"1543","FRANKLIN ST","Saturday",2738.5
"1544","FRANKLIN ST","Sunday",2556.75
"1545","FRANKLIN ST","Thursday",6351
"1546","FRANKLIN ST","Tuesday",6073.25
"1547","FRANKLIN ST","Wednesday",6246.5
"1548","FREEMAN ST","Friday",5171.25
"1549","FREEMAN ST","Monday",4616
"1550","FREEMAN ST","Saturday",3193.5
"1551","FREEMAN ST","Sunday",2660.5
"1552","FREEMAN ST","Thursday",5172
"1553","FREEMAN ST","Tuesday",5270.75
"1554","FREEMAN ST","Wednesday",5237.5
"1555","FRESH POND ROAD","Friday",5817.25
"1556","FRESH POND ROAD","Monday",4340.75
"1557","FRESH POND ROAD","Saturday",671.5
"1558","FRESH POND ROAD","Sunday",433.5
"1559","FRESH POND ROAD","Thursday",5901
"1560","FRESH POND ROAD","Tuesday",5862.25
"1561","FRESH POND ROAD","Wednesday",5880
"1562","FT HAMILTON PKY","Friday",17518.5
"1563","FT HAMILTON PKY","Monday",15900
"1564","FT HAMILTON PKY","Saturday",9899.25
"1565","FT HAMILTON PKY","Sunday",8751
"1566","FT HAMILTON PKY","Thursday",17980.75
"1567","FT HAMILTON PKY","Tuesday",18344.25
"1568","FT HAMILTON PKY","Wednesday",18158.5
"1569","FULTON ST","Friday",74047
"1570","FULTON ST","Monday",60732
"1571","FULTON ST","Saturday",30115.5
"1572","FULTON ST","Sunday",23641.75
"1573","FULTON ST","Thursday",76184.75
"1574","FULTON ST","Tuesday",75240.25
"1575","FULTON ST","Wednesday",76751.5
"1576","GATES AVE","Friday",6693.25
"1577","GATES AVE","Monday",4793.5
"1578","GATES AVE","Saturday",1272
"1579","GATES AVE","Sunday",813.75
"1580","GATES AVE","Thursday",6567.25
"1581","GATES AVE","Tuesday",6493.75
"1582","GATES AVE","Wednesday",6659.25
"1583","GRAHAM AVE","Friday",10684.5
"1584","GRAHAM AVE","Monday",9420.5
"1585","GRAHAM AVE","Saturday",7614
"1586","GRAHAM AVE","Sunday",6358.75
"1587","GRAHAM AVE","Thursday",11138.75
"1588","GRAHAM AVE","Tuesday",10830.5
"1589","GRAHAM AVE","Wednesday",11096.75
"1590","GRAND-30 AVE","Friday",15494.75
"1591","GRAND-30 AVE","Monday",13769.75
"1592","GRAND-30 AVE","Saturday",11085.75
"1593","GRAND-30 AVE","Sunday",9617.25
"1594","GRAND-30 AVE","Thursday",15593.5
"1595","GRAND-30 AVE","Tuesday",15662.5
"1596","GRAND-30 AVE","Wednesday",15746.75
"1597","GRAND ARMY PLAZ","Friday",8220.75
"1598","GRAND ARMY PLAZ","Monday",7052.5
"1599","GRAND ARMY PLAZ","Saturday",4701.75
"1600","GRAND ARMY PLAZ","Sunday",4108.75
"1601","GRAND ARMY PLAZ","Thursday",8650.25
"1602","GRAND ARMY PLAZ","Tuesday",8585
"1603","GRAND ARMY PLAZ","Wednesday",8718.25
"1604","GRAND AV-NEWTON","Friday",18741
"1605","GRAND AV-NEWTON","Monday",16718.75
"1606","GRAND AV-NEWTON","Saturday",11286.25
"1607","GRAND AV-NEWTON","Sunday",9744.5
"1608","GRAND AV-NEWTON","Thursday",18671.5
"1609","GRAND AV-NEWTON","Tuesday",18920.75
"1610","GRAND AV-NEWTON","Wednesday",18957.25
"1611","GRAND ST","Friday",34066
"1612","GRAND ST","Monday",30057.5
"1613","GRAND ST","Saturday",23934.5
"1614","GRAND ST","Sunday",21722
"1615","GRAND ST","Thursday",32957
"1616","GRAND ST","Tuesday",33715
"1617","GRAND ST","Wednesday",33912
"1618","GRANT AVE","Friday",6755.5
"1619","GRANT AVE","Monday",6175
"1620","GRANT AVE","Saturday",4075.5
"1621","GRANT AVE","Sunday",3351.5
"1622","GRANT AVE","Thursday",6778.25
"1623","GRANT AVE","Tuesday",6891.75
"1624","GRANT AVE","Wednesday",6946.25
"1625","GREENPOINT AVE","Friday",8893
"1626","GREENPOINT AVE","Monday",7264.25
"1627","GREENPOINT AVE","Saturday",5357.75
"1628","GREENPOINT AVE","Sunday",4145.25
"1629","GREENPOINT AVE","Thursday",8919.5
"1630","GREENPOINT AVE","Tuesday",8610
"1631","GREENPOINT AVE","Wednesday",8825.5
"1632","GREENWOOD-111","Friday",2835
"1633","GREENWOOD-111","Monday",2490.5
"1634","GREENWOOD-111","Saturday",931.25
"1635","GREENWOOD-111","Sunday",655.75
"1636","GREENWOOD-111","Thursday",2965.75
"1637","GREENWOOD-111","Tuesday",2985.75
"1638","GREENWOOD-111","Wednesday",2999.75
"1639","GROVE STREET","Friday",16818.75
"1640","GROVE STREET","Monday",14219.5
"1641","GROVE STREET","Saturday",9352.25
"1642","GROVE STREET","Sunday",7254.5
"1643","GROVE STREET","Thursday",17400.75
"1644","GROVE STREET","Tuesday",17201
"1645","GROVE STREET","Wednesday",17275.75
"1646","GUN HILL ROAD","Friday",14557.25
"1647","GUN HILL ROAD","Monday",12957.75
"1648","GUN HILL ROAD","Saturday",8161.25
"1649","GUN HILL ROAD","Sunday",6563.25
"1650","GUN HILL ROAD","Thursday",14731.25
"1651","GUN HILL ROAD","Tuesday",14924.5
"1652","GUN HILL ROAD","Wednesday",14888
"1653","HALSEY ST","Friday",14544
"1654","HALSEY ST","Monday",11821
"1655","HALSEY ST","Saturday",6828.25
"1656","HALSEY ST","Sunday",5839.75
"1657","HALSEY ST","Thursday",14456.25
"1658","HALSEY ST","Tuesday",14296.5
"1659","HALSEY ST","Wednesday",14517.25
"1660","HARRISON","Friday",7007.5
"1661","HARRISON","Monday",6278.25
"1662","HARRISON","Saturday",3385.75
"1663","HARRISON","Sunday",2383.25
"1664","HARRISON","Thursday",7407
"1665","HARRISON","Tuesday",7694.5
"1666","HARRISON","Wednesday",7631.25
"1667","HEWES ST","Friday",3031.25
"1668","HEWES ST","Monday",2116.75
"1669","HEWES ST","Saturday",557.25
"1670","HEWES ST","Sunday",378.5
"1671","HEWES ST","Thursday",3023.25
"1672","HEWES ST","Tuesday",2897.5
"1673","HEWES ST","Wednesday",2925.25
"1674","HIGH ST","Friday",9409.5
"1675","HIGH ST","Monday",8224.5
"1676","HIGH ST","Saturday",5998
"1677","HIGH ST","Sunday",6195.75
"1678","HIGH ST","Thursday",9111.25
"1679","HIGH ST","Tuesday",8853.25
"1680","HIGH ST","Wednesday",8999
"1681","HOUSTON ST","Friday",15746.5
"1682","HOUSTON ST","Monday",12330.25
"1683","HOUSTON ST","Saturday",5705.75
"1684","HOUSTON ST","Sunday",5122
"1685","HOUSTON ST","Thursday",17128.25
"1686","HOUSTON ST","Tuesday",16059.25
"1687","HOUSTON ST","Wednesday",16988
"1688","HOWARD BCH-JFK","Friday",2235
"1689","HOWARD BCH-JFK","Monday",2345.5
"1690","HOWARD BCH-JFK","Saturday",1628.5
"1691","HOWARD BCH-JFK","Sunday",1637
"1692","HOWARD BCH-JFK","Thursday",2259.25
"1693","HOWARD BCH-JFK","Tuesday",2354.5
"1694","HOWARD BCH-JFK","Wednesday",2361.75
"1695","HOYT/SCHERMER","Friday",10048.5
"1696","HOYT/SCHERMER","Monday",8583.25
"1697","HOYT/SCHERMER","Saturday",5565.25
"1698","HOYT/SCHERMER","Sunday",4748.75
"1699","HOYT/SCHERMER","Thursday",10193.75
"1700","HOYT/SCHERMER","Tuesday",10045
"1701","HOYT/SCHERMER","Wednesday",10281.75
"1702","HOYT ST","Friday",7688.75
"1703","HOYT ST","Monday",5832.5
"1704","HOYT ST","Saturday",3483.25
"1705","HOYT ST","Sunday",2681
"1706","HOYT ST","Thursday",7493.5
"1707","HOYT ST","Tuesday",7305.5
"1708","HOYT ST","Wednesday",7759.25
"1709","HOYT ST-ASTORIA","Friday",12584.75
"1710","HOYT ST-ASTORIA","Monday",11217.5
"1711","HOYT ST-ASTORIA","Saturday",8663.5
"1712","HOYT ST-ASTORIA","Sunday",7453
"1713","HOYT ST-ASTORIA","Thursday",12777.75
"1714","HOYT ST-ASTORIA","Tuesday",12764
"1715","HOYT ST-ASTORIA","Wednesday",12855.25
"1716","HUDSON-80 ST","Friday",4690
"1717","HUDSON-80 ST","Monday",4231.75
"1718","HUDSON-80 ST","Saturday",3142.25
"1719","HUDSON-80 ST","Sunday",2509
"1720","HUDSON-80 ST","Thursday",4799
"1721","HUDSON-80 ST","Tuesday",4803.25
"1722","HUDSON-80 ST","Wednesday",4788.25
"1723","HUNTERS PT AVE","Friday",6479
"1724","HUNTERS PT AVE","Monday",5464.25
"1725","HUNTERS PT AVE","Saturday",1403.25
"1726","HUNTERS PT AVE","Sunday",1025.5
"1727","HUNTERS PT AVE","Thursday",7027.25
"1728","HUNTERS PT AVE","Tuesday",7193
"1729","HUNTERS PT AVE","Wednesday",7122.5
"1730","HUNTS POINT AVE","Friday",10607.25
"1731","HUNTS POINT AVE","Monday",9078.75
"1732","HUNTS POINT AVE","Saturday",5663.75
"1733","HUNTS POINT AVE","Sunday",4451.5
"1734","HUNTS POINT AVE","Thursday",10497.5
"1735","HUNTS POINT AVE","Tuesday",10602
"1736","HUNTS POINT AVE","Wednesday",10653.25
"1737","INTERVALE-163","Friday",3769
"1738","INTERVALE-163","Monday",3325
"1739","INTERVALE-163","Saturday",2121.75
"1740","INTERVALE-163","Sunday",1767
"1741","INTERVALE-163","Thursday",3852.5
"1742","INTERVALE-163","Tuesday",3851.75
"1743","INTERVALE-163","Wednesday",3954.25
"1744","INWOOD-207 ST","Friday",9747.25
"1745","INWOOD-207 ST","Monday",8700
"1746","INWOOD-207 ST","Saturday",6207.75
"1747","INWOOD-207 ST","Sunday",5141
"1748","INWOOD-207 ST","Thursday",9756.25
"1749","INWOOD-207 ST","Tuesday",9953.5
"1750","INWOOD-207 ST","Wednesday",9801.5
"1751","JACKSON AVE","Friday",5990.75
"1752","JACKSON AVE","Monday",5335.75
"1753","JACKSON AVE","Saturday",3723.25
"1754","JACKSON AVE","Sunday",3144.75
"1755","JACKSON AVE","Thursday",6078
"1756","JACKSON AVE","Tuesday",6147.75
"1757","JACKSON AVE","Wednesday",6175
"1758","JAMAICA-179 ST","Friday",23368.75
"1759","JAMAICA-179 ST","Monday",20465
"1760","JAMAICA-179 ST","Saturday",9553.5
"1761","JAMAICA-179 ST","Sunday",7507.25
"1762","JAMAICA-179 ST","Thursday",24689.75
"1763","JAMAICA-179 ST","Tuesday",24779.5
"1764","JAMAICA-179 ST","Wednesday",24887
"1765","JAMAICA CENTER","Friday",43860.5
"1766","JAMAICA CENTER","Monday",38855.25
"1767","JAMAICA CENTER","Saturday",22014.5
"1768","JAMAICA CENTER","Sunday",17192.25
"1769","JAMAICA CENTER","Thursday",44897.5
"1770","JAMAICA CENTER","Tuesday",45936.75
"1771","JAMAICA CENTER","Wednesday",46104
"1772","JAMAICA-VAN WYC","Friday",5173.25
"1773","JAMAICA-VAN WYC","Monday",4559
"1774","JAMAICA-VAN WYC","Saturday",2892.25
"1775","JAMAICA-VAN WYC","Sunday",2319.5
"1776","JAMAICA-VAN WYC","Thursday",5291.25
"1777","JAMAICA-VAN WYC","Tuesday",5344.25
"1778","JAMAICA-VAN WYC","Wednesday",5366
"1779","JAY ST-METROTEC","Friday",41590.5
"1780","JAY ST-METROTEC","Monday",35040.75
"1781","JAY ST-METROTEC","Saturday",18322.75
"1782","JAY ST-METROTEC","Sunday",14236.25
"1783","JAY ST-METROTEC","Thursday",44551
"1784","JAY ST-METROTEC","Tuesday",44358.75
"1785","JAY ST-METROTEC","Wednesday",44824.75
"1786","JEFFERSON ST","Friday",7650.75
