"","station","day_week","entries"
"1","103 ST","Friday",36681.5
"2","103 ST","Monday",31282.5
"3","103 ST","Saturday",21329.25
"4","103 ST","Sunday",18608.75
"5","103 ST","Thursday",36856.75
"6","103 ST","Tuesday",36437.75
"7","103 ST","Wednesday",37242
"8","103 ST-CORONA","Friday",20769.5
"9","103 ST-CORONA","Monday",18674.25
"10","103 ST-CORONA","Saturday",15332.25
"11","103 ST-CORONA","Sunday",12731
"12","103 ST-CORONA","Thursday",20651.75
"13","103 ST-CORONA","Tuesday",20531
"14","103 ST-CORONA","Wednesday",20606.75
"15","104 ST","Friday",2730
"16","104 ST","Monday",2388.5
"17","104 ST","Saturday",1521.5
"18","104 ST","Sunday",1216.75
"19","104 ST","Thursday",2779.25
"20","104 ST","Tuesday",2798
"21","104 ST","Wednesday",2778.25
"22","110 ST","Friday",13324.5
"23","110 ST","Monday",11332.75
"24","110 ST","Saturday",8088
"25","110 ST","Sunday",6883.5
"26","110 ST","Thursday",13306.5
"27","110 ST","Tuesday",13097
"28","110 ST","Wednesday",13293.5
"29","110 ST-CATHEDRL","Friday",14999.25
"30","110 ST-CATHEDRL","Monday",12311.5
"31","110 ST-CATHEDRL","Saturday",8057.75
"32","110 ST-CATHEDRL","Sunday",7411.5
"33","110 ST-CATHEDRL","Thursday",14754.25
"34","110 ST-CATHEDRL","Tuesday",14740.25
"35","110 ST-CATHEDRL","Wednesday",15391.5
"36","110 ST-CPN","Friday",10072.5
"37","110 ST-CPN","Monday",8909
"38","110 ST-CPN","Saturday",6613.5
"39","110 ST-CPN","Sunday",6239.5
"40","110 ST-CPN","Thursday",10092.5
"41","110 ST-CPN","Tuesday",10061.5
"42","110 ST-CPN","Wednesday",10235
"43","111 ST","Friday",14380.25
"44","111 ST","Monday",13160.5
"45","111 ST","Saturday",10225.75
"46","111 ST","Sunday",8906.5
"47","111 ST","Thursday",14345.25
"48","111 ST","Tuesday",14328
"49","111 ST","Wednesday",14416.75
"50","116 ST","Friday",37833.75
"51","116 ST","Monday",32372.5
"52","116 ST","Saturday",24912.5
"53","116 ST","Sunday",22647.25
"54","116 ST","Thursday",37543.75
"55","116 ST","Tuesday",37286.5
"56","116 ST","Wednesday",37902.75
"57","116 ST-COLUMBIA","Friday",14355.75
"58","116 ST-COLUMBIA","Monday",12643.5
"59","116 ST-COLUMBIA","Saturday",6648.25
"60","116 ST-COLUMBIA","Sunday",5913.5
"61","116 ST-COLUMBIA","Thursday",15674.75
"62","116 ST-COLUMBIA","Tuesday",15595
"63","116 ST-COLUMBIA","Wednesday",16542
"64","121 ST","Friday",2523.25
"65","121 ST","Monday",2266.5
"66","121 ST","Saturday",1572.5
"67","121 ST","Sunday",1360.75
"68","121 ST","Thursday",2510.75
"69","121 ST","Tuesday",2533.5
"70","121 ST","Wednesday",2550.5
"71","125 ST","Friday",88135
"72","125 ST","Monday",75344.75
"73","125 ST","Saturday",56162
"74","125 ST","Sunday",51314
"75","125 ST","Thursday",86940
"76","125 ST","Tuesday",86570
"77","125 ST","Wednesday",87153
"78","135 ST","Friday",21913.75
"79","135 ST","Monday",19380
"80","135 ST","Saturday",14702.75
"81","135 ST","Sunday",13486.5
"82","135 ST","Thursday",22265.5
"83","135 ST","Tuesday",21858.5
"84","135 ST","Wednesday",22325
"85","137 ST-CITY COL","Friday",15076
"86","137 ST-CITY COL","Monday",13748.75
"87","137 ST-CITY COL","Saturday",8184
"88","137 ST-CITY COL","Sunday",7045.75
"89","137 ST-CITY COL","Thursday",15795.5
"90","137 ST-CITY COL","Tuesday",15645
"91","137 ST-CITY COL","Wednesday",15759.5
"92","138 ST-3 AVE","Friday",8534.25
"93","138 ST-3 AVE","Monday",7222.25
"94","138 ST-3 AVE","Saturday",4926.75
"95","138 ST-3 AVE","Sunday",4281.25
"96","138 ST-3 AVE","Thursday",8353.75
"97","138 ST-3 AVE","Tuesday",8384
"98","138 ST-3 AVE","Wednesday",8459.5
"99","138 ST-GR CONC","Friday",3591.75
"100","138 ST-GR CONC","Monday",2998.5
"101","138 ST-GR CONC","Saturday",1811.5
"102","138 ST-GR CONC","Sunday",1396.25
"103","138 ST-GR CONC","Thursday",3556.25
"104","138 ST-GR CONC","Tuesday",3626.75
"105","138 ST-GR CONC","Wednesday",3659.25
"106","145 ST","Friday",39275
"107","145 ST","Monday",34447.75
"108","145 ST","Saturday",27828.25
"109","145 ST","Sunday",24637.75
"110","145 ST","Thursday",39908
"111","145 ST","Tuesday",38937
"112","145 ST","Wednesday",39678
"113","148 ST-LENOX","Friday",4158.75
"114","148 ST-LENOX","Monday",2892.25
"115","148 ST-LENOX","Saturday",218.75
"116","148 ST-LENOX","Sunday",0.5
"117","148 ST-LENOX","Thursday",4251
"118","148 ST-LENOX","Tuesday",4128
"119","148 ST-LENOX","Wednesday",4185
"120","149 ST-3 AVE","Friday",26238.25
"121","149 ST-3 AVE","Monday",22666.75
"122","149 ST-3 AVE","Saturday",15242.25
"123","149 ST-3 AVE","Sunday",11937.75
"124","149 ST-3 AVE","Thursday",26329.5
"125","149 ST-3 AVE","Tuesday",26088
"126","149 ST-3 AVE","Wednesday",26439
"127","149 ST-GR CONC","Friday",14833.5
"128","149 ST-GR CONC","Monday",13030.25
"129","149 ST-GR CONC","Saturday",7967.5
"130","149 ST-GR CONC","Sunday",6606
"131","149 ST-GR CONC","Thursday",15742.75
"132","149 ST-GR CONC","Tuesday",15716
"133","149 ST-GR CONC","Wednesday",16105.75
"134","14 ST","Friday",74666.5
"135","14 ST","Monday",59432.5
"136","14 ST","Saturday",50567.5
"137","14 ST","Sunday",46875.25
"138","14 ST","Thursday",74145.25
"139","14 ST","Tuesday",70658.25
"140","14 ST","Wednesday",73152.25
"141","14 ST-6 AVE","Friday",26633.75
"142","14 ST-6 AVE","Monday",19914.25
"143","14 ST-6 AVE","Saturday",16828.75
"144","14 ST-6 AVE","Sunday",14323
"145","14 ST-6 AVE","Thursday",26231
"146","14 ST-6 AVE","Tuesday",24965
"147","14 ST-6 AVE","Wednesday",26368
"148","14 ST-UNION SQ","Friday",116125
"149","14 ST-UNION SQ","Monday",93419.25
"150","14 ST-UNION SQ","Saturday",80974.5
"151","14 ST-UNION SQ","Sunday",68457.5
"152","14 ST-UNION SQ","Thursday",113652
"153","14 ST-UNION SQ","Tuesday",111604.75
"154","14 ST-UNION SQ","Wednesday",115688.25
"155","14TH STREET","Friday",11866.75
"156","14TH STREET","Monday",8331
"157","14TH STREET","Saturday",8610.5
"158","14TH STREET","Sunday",6691.25
"159","14TH STREET","Thursday",9142.25
"160","14TH STREET","Tuesday",9557.25
"161","14TH STREET","Wednesday",9317.25
"162","155 ST","Friday",6932.25
"163","155 ST","Monday",6308
"164","155 ST","Saturday",4748
"165","155 ST","Sunday",4294
"166","155 ST","Thursday",6848.5
"167","155 ST","Tuesday",6760.25
"168","155 ST","Wednesday",6934.5
"169","157 ST","Friday",11571.25
"170","157 ST","Monday",10275.75
"171","157 ST","Saturday",8477
"172","157 ST","Sunday",7396.75
"173","157 ST","Thursday",11435.5
"174","157 ST","Tuesday",11371.25
"175","157 ST","Wednesday",11562.5
"176","15 ST-PROSPECT","Friday",6744.5
"177","15 ST-PROSPECT","Monday",6011.25
"178","15 ST-PROSPECT","Saturday",3752.5
"179","15 ST-PROSPECT","Sunday",3140.5
"180","15 ST-PROSPECT","Thursday",7060.75
"181","15 ST-PROSPECT","Tuesday",6825.5
"182","15 ST-PROSPECT","Wednesday",6910
"183","161 ST-YANKEE","Friday",25363
"184","161 ST-YANKEE","Monday",22917.5
"185","161 ST-YANKEE","Saturday",23925.5
"186","161 ST-YANKEE","Sunday",21137.25
"187","161 ST-YANKEE","Thursday",25040.75
"188","161 ST-YANKEE","Tuesday",30198
"189","161 ST-YANKEE","Wednesday",34794.75
"190","163 ST-AMSTERDM","Friday",4447.25
"191","163 ST-AMSTERDM","Monday",3950.5
"192","163 ST-AMSTERDM","Saturday",3036.75
"193","163 ST-AMSTERDM","Sunday",2610
"194","163 ST-AMSTERDM","Thursday",4400.25
"195","163 ST-AMSTERDM","Tuesday",4354
"196","163 ST-AMSTERDM","Wednesday",4394.75
"197","167 ST","Friday",20521.75
"198","167 ST","Monday",18700.5
"199","167 ST","Saturday",13549
"200","167 ST","Sunday",11664.25
"201","167 ST","Thursday",20512
"202","167 ST","Tuesday",20659.25
"203","167 ST","Wednesday",20971.75
"204","168 ST-BROADWAY","Friday",25713.5
"205","168 ST-BROADWAY","Monday",21788.75
"206","168 ST-BROADWAY","Saturday",14119.25
"207","168 ST-BROADWAY","Sunday",12485.75
"208","168 ST-BROADWAY","Thursday",26369.25
"209","168 ST-BROADWAY","Tuesday",26425.5
"210","168 ST-BROADWAY","Wednesday",26599.5
"211","169 ST","Friday",9251.25
"212","169 ST","Monday",8280.5
"213","169 ST","Saturday",5357
"214","169 ST","Sunday",4488.25
"215","169 ST","Thursday",9430.5
"216","169 ST","Tuesday",9488
"217","169 ST","Wednesday",9621
"218","170 ST","Friday",26042.25
"219","170 ST","Monday",15355.25
"220","170 ST","Saturday",11249.75
"221","170 ST","Sunday",9226.5
"222","170 ST","Thursday",16895
"223","170 ST","Tuesday",17357.25
"224","170 ST","Wednesday",17301
"225","174-175 ST","Friday",5509
"226","174-175 ST","Monday",4981.25
"227","174-175 ST","Saturday",3699.5
"228","174-175 ST","Sunday",3159.5
"229","174-175 ST","Thursday",5444.75
"230","174-175 ST","Tuesday",5509.5
"231","174-175 ST","Wednesday",5568
"232","174 ST","Friday",8181.5
"233","174 ST","Monday",7307.5
"234","174 ST","Saturday",5166
"235","174 ST","Sunday",4214.25
"236","174 ST","Thursday",8138
"237","174 ST","Tuesday",8149.25
"238","174 ST","Wednesday",8197.5
"239","175 ST","Friday",14044.75
"240","175 ST","Monday",12575.25
"241","175 ST","Saturday",8705
"242","175 ST","Sunday",7484
"243","175 ST","Thursday",14064
"244","175 ST","Tuesday",14094.5
"245","175 ST","Wednesday",14087.5
"246","176 ST","Friday",6135.75
"247","176 ST","Monday",5491.75
"248","176 ST","Saturday",3728.75
"249","176 ST","Sunday",3114
"250","176 ST","Thursday",6134.5
"251","176 ST","Tuesday",6188.5
"252","176 ST","Wednesday",6183.75
"253","181 ST","Friday",23665
"254","181 ST","Monday",21113.5
"255","181 ST","Saturday",16096
"256","181 ST","Sunday",14382
"257","181 ST","Thursday",23845.75
"258","181 ST","Tuesday",23878.75
"259","181 ST","Wednesday",24072.75
"260","182-183 ST","Friday",5224.25
"261","182-183 ST","Monday",4678.25
"262","182-183 ST","Saturday",3511.25
"263","182-183 ST","Sunday",3035
"264","182-183 ST","Thursday",5134.25
"265","182-183 ST","Tuesday",5047
"266","182-183 ST","Wednesday",5106
"267","183 ST","Friday",6422.5
"268","183 ST","Monday",5891
"269","183 ST","Saturday",4254.75
"270","183 ST","Sunday",3629
"271","183 ST","Thursday",6503.25
"272","183 ST","Tuesday",6589.25
"273","183 ST","Wednesday",6539.5
"274","18 AVE","Friday",16503.75
"275","18 AVE","Monday",15239.75
"276","18 AVE","Saturday",10191.5
"277","18 AVE","Sunday",9461.5
"278","18 AVE","Thursday",16678.75
"279","18 AVE","Tuesday",16885
"280","18 AVE","Wednesday",16745.75
"281","18 ST","Friday",9017.75
"282","18 ST","Monday",6922.5
"283","18 ST","Saturday",4841
"284","18 ST","Sunday",3818.25
"285","18 ST","Thursday",9415.75
"286","18 ST","Tuesday",8619.75
"287","18 ST","Wednesday",9205.75
"288","190 ST","Friday",4898.75
"289","190 ST","Monday",4476.75
"290","190 ST","Saturday",3449.75
"291","190 ST","Sunday",3212.5
"292","190 ST","Thursday",4929
"293","190 ST","Tuesday",5006.75
"294","190 ST","Wednesday",4914.75
"295","191 ST","Friday",8957.25
"296","191 ST","Monday",8011.5
"297","191 ST","Saturday",5733.75
"298","191 ST","Sunday",5129.75
"299","191 ST","Thursday",9144.25
"300","191 ST","Tuesday",9125.25
"301","191 ST","Wednesday",9061.5
"302","1 AVE","Friday",26146.25
"303","1 AVE","Monday",21252
"304","1 AVE","Saturday",19945
"305","1 AVE","Sunday",18471.25
"306","1 AVE","Thursday",25624
"307","1 AVE","Tuesday",24174.75
"308","1 AVE","Wednesday",25379.25
"309","207 ST","Friday",6896.25
"310","207 ST","Monday",6106.5
"311","207 ST","Saturday",4942
"312","207 ST","Sunday",4404.75
"313","207 ST","Thursday",6758
"314","207 ST","Tuesday",6833.75
"315","207 ST","Wednesday",6872.75
"316","20 AVE","Friday",9723.5
"317","20 AVE","Monday",8767.75
"318","20 AVE","Saturday",5849.75
"319","20 AVE","Sunday",4901.5
"320","20 AVE","Thursday",9791.25
"321","20 AVE","Tuesday",9935.75
"322","20 AVE","Wednesday",9944.25
"323","215 ST","Friday",2163
"324","215 ST","Monday",1833.25
"325","215 ST","Saturday",1104.75
"326","215 ST","Sunday",953
"327","215 ST","Thursday",2157.5
"328","215 ST","Tuesday",2266.5
"329","215 ST","Wednesday",2243.75
"330","219 ST","Friday",3780.75
"331","219 ST","Monday",3311.25
"332","219 ST","Saturday",2435.25
"333","219 ST","Sunday",1923
"334","219 ST","Thursday",3724.25
"335","219 ST","Tuesday",3726.25
"336","219 ST","Wednesday",3727
"337","21 ST","Friday",9408.75
"338","21 ST","Monday",7315.25
"339","21 ST","Saturday",3621.25
"340","21 ST","Sunday",2888
"341","21 ST","Thursday",9456
"342","21 ST","Tuesday",9098.5
"343","21 ST","Wednesday",9449.75
"344","225 ST","Friday",4916.25
"345","225 ST","Monday",4421.25
"346","225 ST","Saturday",3039.75
"347","225 ST","Sunday",2329.75
"348","225 ST","Thursday",4886
"349","225 ST","Tuesday",5009
"350","225 ST","Wednesday",4977.75
"351","22 AVE-BAY PKY","Friday",1583.25
"352","22 AVE-BAY PKY","Monday",1475
"353","22 AVE-BAY PKY","Saturday",883.5
"354","22 AVE-BAY PKY","Sunday",878.75
"355","22 AVE-BAY PKY","Thursday",1703.5
"356","22 AVE-BAY PKY","Tuesday",1658.5
"357","22 AVE-BAY PKY","Wednesday",1706.75
"358","231 ST","Friday",9835.5
"359","231 ST","Monday",8677
"360","231 ST","Saturday",6196
"361","231 ST","Sunday",5409.5
"362","231 ST","Thursday",9931.25
"363","231 ST","Tuesday",9972.75
"364","231 ST","Wednesday",10084.75
"365","233 ST","Friday",5978.25
"366","233 ST","Monday",5285.75
"367","233 ST","Saturday",3691.5
"368","233 ST","Sunday",2963.25
"369","233 ST","Thursday",5897.25
"370","233 ST","Tuesday",6069.25
"371","233 ST","Wednesday",6012.25
"372","238 ST","Friday",4120
"373","238 ST","Monday",3652
"374","238 ST","Saturday",2497.5
"375","238 ST","Sunday",2332.5
"376","238 ST","Thursday",4226.5
"377","238 ST","Tuesday",4230
"378","238 ST","Wednesday",4231
"379","23 ST","Friday",69233.75
"380","23 ST","Monday",59147.5
"381","23 ST","Saturday",48447
"382","23 ST","Sunday",29680.25
"383","23 ST","Thursday",74519.25
"384","23 ST","Tuesday",74546.5
"385","23 ST","Wednesday",76569
"386","23 ST-5 AVE","Friday",24617.5
"387","23 ST-5 AVE","Monday",19228
"388","23 ST-5 AVE","Saturday",13733
"389","23 ST-5 AVE","Sunday",10720.5
"390","23 ST-5 AVE","Thursday",25659.5
"391","23 ST-5 AVE","Tuesday",24423.25
"392","23 ST-5 AVE","Wednesday",25684.25
"393","23 ST-6 AVE","Friday",29225.75
"394","23 ST-6 AVE","Monday",21198.25
"395","23 ST-6 AVE","Saturday",12790
"396","23 ST-6 AVE","Sunday",9728.5
"397","23 ST-6 AVE","Thursday",30447.25
"398","23 ST-6 AVE","Tuesday",28843.25
"399","23 ST-6 AVE","Wednesday",30344
"400","242 ST","Friday",7130.75
"401","242 ST","Monday",6609.25
"402","242 ST","Saturday",4483.25
"403","242 ST","Sunday",3867.5
"404","242 ST","Thursday",7255.25
"405","242 ST","Tuesday",7531.25
"406","242 ST","Wednesday",7434.5
"407","25 AVE","Friday",5082.75
"408","25 AVE","Monday",4549.75
"409","25 AVE","Saturday",2888
"410","25 AVE","Sunday",2431
"411","25 AVE","Thursday",5150.5
"412","25 AVE","Tuesday",5217.5
"413","25 AVE","Wednesday",5182.25
"414","25 ST","Friday",4136.25
"415","25 ST","Monday",3639
"416","25 ST","Saturday",2714.25
"417","25 ST","Sunday",2415
"418","25 ST","Thursday",4095
"419","25 ST","Tuesday",4100.5
"420","25 ST","Wednesday",4213
"421","28 ST","Friday",39780.5
"422","28 ST","Monday",32056.5
"423","28 ST","Saturday",19581.5
"424","28 ST","Sunday",15663.75
"425","28 ST","Thursday",42145
"426","28 ST","Tuesday",40484.25
"427","28 ST","Wednesday",41569.25
"428","28 ST-BROADWAY","Friday",12869
"429","28 ST-BROADWAY","Monday",9731.25
"430","28 ST-BROADWAY","Saturday",6747.75
"431","28 ST-BROADWAY","Sunday",5064
"432","28 ST-BROADWAY","Thursday",13084.5
"433","28 ST-BROADWAY","Tuesday",12405.25
"434","28 ST-BROADWAY","Wednesday",12951.5
"435","2 AVE","Friday",19055
"436","2 AVE","Monday",14955.25
"437","2 AVE","Saturday",14239.75
"438","2 AVE","Sunday",13189.75
"439","2 AVE","Thursday",18479.5
"440","2 AVE","Tuesday",17051
"441","2 AVE","Wednesday",17888.5
"442","33 ST","Friday",33415.75
"443","33 ST","Monday",26258.5
"444","33 ST","Saturday",15842
"445","33 ST","Sunday",12743.25
"446","33 ST","Thursday",35333.5
"447","33 ST","Tuesday",33798.25
"448","33 ST","Wednesday",34483.25
"449","33 ST/RAWSON ST","Friday",14876.25
"450","33 ST/RAWSON ST","Monday",12004
"451","33 ST/RAWSON ST","Saturday",4615
"452","33 ST/RAWSON ST","Sunday",2159
"453","33 ST/RAWSON ST","Thursday",17627.5
"454","33 ST/RAWSON ST","Tuesday",16599.5
"455","33 ST/RAWSON ST","Wednesday",17521
"456","34 ST-HERALD SQ","Friday",129548.5
"457","34 ST-HERALD SQ","Monday",106377.5
"458","34 ST-HERALD SQ","Saturday",76420.5
"459","34 ST-HERALD SQ","Sunday",63861.5
"460","34 ST-HERALD SQ","Thursday",128690.25
"461","34 ST-HERALD SQ","Tuesday",126415.25
"462","34 ST-HERALD SQ","Wednesday",129014.5
"463","34 ST-PENN STA","Friday",179210
"464","34 ST-PENN STA","Monday",158307.5
"465","34 ST-PENN STA","Saturday",93174.5
"466","34 ST-PENN STA","Sunday",84356.25
"467","34 ST-PENN STA","Thursday",189348
"468","34 ST-PENN STA","Tuesday",183072
"469","34 ST-PENN STA","Wednesday",184575.75
"470","36 ST","Friday",18313.5
"471","36 ST","Monday",15697
"472","36 ST","Saturday",9931.75
"473","36 ST","Sunday",8445
"474","36 ST","Thursday",18343.5
"475","36 ST","Tuesday",18427.75
"476","36 ST","Wednesday",18392.75
"477","3 AVE","Friday",7725.5
"478","3 AVE","Monday",5924
"479","3 AVE","Saturday",6551.75
"480","3 AVE","Sunday",5894.75
"481","3 AVE","Thursday",7366
"482","3 AVE","Tuesday",6959.25
"483","3 AVE","Wednesday",7318.75
"484","40 ST-LOWERY ST","Friday",11852
"485","40 ST-LOWERY ST","Monday",10085.25
"486","40 ST-LOWERY ST","Saturday",7403.5
"487","40 ST-LOWERY ST","Sunday",6306.5
"488","40 ST-LOWERY ST","Thursday",11986
"489","40 ST-LOWERY ST","Tuesday",11874.75
"490","40 ST-LOWERY ST","Wednesday",12012
"491","42 ST-BRYANT PK","Friday",42380
"492","42 ST-BRYANT PK","Monday",31442.5
"493","42 ST-BRYANT PK","Saturday",16048.25
"494","42 ST-BRYANT PK","Sunday",13455.75
"495","42 ST-BRYANT PK","Thursday",43567
"496","42 ST-BRYANT PK","Tuesday",41660
"497","42 ST-BRYANT PK","Wednesday",44072.25
"498","42 ST-GRD CNTRL","Friday",158067.25
"499","42 ST-GRD CNTRL","Monday",125002
"500","42 ST-GRD CNTRL","Saturday",61448.25
"501","42 ST-GRD CNTRL","Sunday",50062.5
"502","42 ST-GRD CNTRL","Thursday",167521.75
"503","42 ST-GRD CNTRL","Tuesday",157918.75
"504","42 ST-GRD CNTRL","Wednesday",165451.25
"505","42 ST-PA BUS TE","Friday",103607.5
"506","42 ST-PA BUS TE","Monday",92382.75
"507","42 ST-PA BUS TE","Saturday",68092.5
"508","42 ST-PA BUS TE","Sunday",63420.75
"509","42 ST-PA BUS TE","Thursday",107020
"510","42 ST-PA BUS TE","Tuesday",101795
"511","42 ST-PA BUS TE","Wednesday",103282.75
"512","42 ST-TIMES SQ","Friday",107765.25
"513","42 ST-TIMES SQ","Monday",87198
"514","42 ST-TIMES SQ","Saturday",66160.25
"515","42 ST-TIMES SQ","Sunday",63107.25
"516","42 ST-TIMES SQ","Thursday",107958.5
"517","42 ST-TIMES SQ","Tuesday",100641.5
"518","42 ST-TIMES SQ","Wednesday",109347
"519","45 ST","Friday",7451.5
"520","45 ST","Monday",6715.75
"521","45 ST","Saturday",4942.5
"522","45 ST","Sunday",4238.75
"523","45 ST","Thursday",7406.25
"524","45 ST","Tuesday",7498.75
"525","45 ST","Wednesday",7540.75
"526","46 ST","Friday",10072
"527","46 ST","Monday",8446.75
"528","46 ST","Saturday",4896
"529","46 ST","Sunday",4649
"530","46 ST","Thursday",10098
"531","46 ST","Tuesday",10036.75
"532","46 ST","Wednesday",10200.75
"533","46 ST-BLISS ST","Friday",15343.25
"534","46 ST-BLISS ST","Monday",13594.75
"535","46 ST-BLISS ST","Saturday",11012.25
"536","46 ST-BLISS ST","Sunday",9006
"537","46 ST-BLISS ST","Thursday",15318
"538","46 ST-BLISS ST","Tuesday",14933
"539","46 ST-BLISS ST","Wednesday",15227.5
"540","47-50 ST-ROCK","Friday",63143.25
"541","47-50 ST-ROCK","Monday",46780.5
"542","47-50 ST-ROCK","Saturday",21929.75
"543","47-50 ST-ROCK","Sunday",17502
"544","47-50 ST-ROCK","Thursday",63713.25
"545","47-50 ST-ROCK","Tuesday",61275.75
"546","47-50 ST-ROCK","Wednesday",64499.75
"547","49 ST-7 AVE","Friday",28508.75
"548","49 ST-7 AVE","Monday",21434.25
"549","49 ST-7 AVE","Saturday",17781
"550","49 ST-7 AVE","Sunday",16914
"551","49 ST-7 AVE","Thursday",28136.75
"552","49 ST-7 AVE","Tuesday",25720.75
"553","49 ST-7 AVE","Wednesday",28618.5
"554","50 ST","Friday",55547.5
"555","50 ST","Monday",42864
"556","50 ST","Saturday",32988
"557","50 ST","Sunday",31672.75
"558","50 ST","Thursday",55651
"559","50 ST","Tuesday",50861
"560","50 ST","Wednesday",56720.25
"561","51 ST","Friday",24799.75
"562","51 ST","Monday",17861.75
"563","51 ST","Saturday",11293.75
"564","51 ST","Sunday",9024.75
"565","51 ST","Thursday",25266.5
"566","51 ST","Tuesday",23491.75
"567","51 ST","Wednesday",25098.25
"568","52 ST-LINCOLN","Friday",7336
"569","52 ST-LINCOLN","Monday",6453
"570","52 ST-LINCOLN","Saturday",5035.75
"571","52 ST-LINCOLN","Sunday",4309.75
"572","52 ST-LINCOLN","Thursday",7385
"573","52 ST-LINCOLN","Tuesday",7285
"574","52 ST-LINCOLN","Wednesday",7373
"575","53 ST","Friday",7685.5
"576","53 ST","Monday",6933.25
"577","53 ST","Saturday",4991.25
"578","53 ST","Sunday",4252
"579","53 ST","Thursday",7753.75
"580","53 ST","Tuesday",7834.25
"581","53 ST","Wednesday",7826.75
"582","55 ST","Friday",2106.75
"583","55 ST","Monday",1955.5
"584","55 ST","Saturday",784.5
"585","55 ST","Sunday",1105
"586","55 ST","Thursday",2141.75
"587","55 ST","Tuesday",2187.25
"588","55 ST","Wednesday",2217.75
"589","57 ST","Friday",16026.25
"590","57 ST","Monday",11720.25
"591","57 ST","Saturday",6305.5
"592","57 ST","Sunday",5170
"593","57 ST","Thursday",16226.25
"594","57 ST","Tuesday",15491.75
"595","57 ST","Wednesday",16409.5
"596","57 ST-7 AVE","Friday",24789.75
"597","57 ST-7 AVE","Monday",24733
"598","57 ST-7 AVE","Saturday",24212.5
"599","57 ST-7 AVE","Sunday",17365.75
"600","57 ST-7 AVE","Thursday",31460.5
"601","57 ST-7 AVE","Tuesday",29666
"602","57 ST-7 AVE","Wednesday",31431.75
"603","59 ST","Friday",13326.25
"604","59 ST","Monday",11988
"605","59 ST","Saturday",8379.5
"606","59 ST","Sunday",7138.25
"607","59 ST","Thursday",13413
"608","59 ST","Tuesday",13604.25
"609","59 ST","Wednesday",13669
"610","59 ST-COLUMBUS","Friday",75547.75
"611","59 ST-COLUMBUS","Monday",65127.75
"612","59 ST-COLUMBUS","Saturday",47429.25
"613","59 ST-COLUMBUS","Sunday",44973
"614","59 ST-COLUMBUS","Thursday",79614.5
"615","59 ST-COLUMBUS","Tuesday",77045.25
"616","59 ST-COLUMBUS","Wednesday",81284.75
"617","5 AVE-53 ST","Friday",27937.5
"618","5 AVE-53 ST","Monday",20315.75
"619","5 AVE-53 ST","Saturday",7769.25
"620","5 AVE-53 ST","Sunday",6262
"621","5 AVE-53 ST","Thursday",28166.25
"622","5 AVE-53 ST","Tuesday",25578.75
"623","5 AVE-53 ST","Wednesday",28468.75
"624","5 AVE-59 ST","Friday",19135.25
"625","5 AVE-59 ST","Monday",17450
"626","5 AVE-59 ST","Saturday",13122.25
"627","5 AVE-59 ST","Sunday",12858.5
"628","5 AVE-59 ST","Thursday",19650.5
"629","5 AVE-59 ST","Tuesday",19709.5
"630","5 AVE-59 ST","Wednesday",20051.5
"631","5 AVE-BRYANT PK","Friday",12555
"632","5 AVE-BRYANT PK","Monday",9235.5
"633","5 AVE-BRYANT PK","Saturday",5382.75
"634","5 AVE-BRYANT PK","Sunday",3987.75
"635","5 AVE-BRYANT PK","Thursday",12626.75
"636","5 AVE-BRYANT PK","Tuesday",12159.75
"637","5 AVE-BRYANT PK","Wednesday",12847.25
"638","61 ST/WOODSIDE","Friday",17925.5
"639","61 ST/WOODSIDE","Monday",16130.75
"640","61 ST/WOODSIDE","Saturday",11913
"641","61 ST/WOODSIDE","Sunday",10468.75
"642","61 ST/WOODSIDE","Thursday",17747.75
"643","61 ST/WOODSIDE","Tuesday",17664.5
"644","61 ST/WOODSIDE","Wednesday",17836.5
"645","63 DR-REGO PARK","Friday",17067.5
"646","63 DR-REGO PARK","Monday",15273.75
"647","63 DR-REGO PARK","Saturday",9819.5
"648","63 DR-REGO PARK","Sunday",8815.25
"649","63 DR-REGO PARK","Thursday",17386.75
"650","63 DR-REGO PARK","Tuesday",17578
"651","63 DR-REGO PARK","Wednesday",17776.25
"652","65 ST","Friday",3802.75
"653","65 ST","Monday",3301.25
"654","65 ST","Saturday",1956
"655","65 ST","Sunday",1748.75
"656","65 ST","Thursday",3840.75
"657","65 ST","Tuesday",3744.25
"658","65 ST","Wednesday",3700
"659","66 ST-LINCOLN","Friday",25649.75
"660","66 ST-LINCOLN","Monday",19825.5
"661","66 ST-LINCOLN","Saturday",17340.75
"662","66 ST-LINCOLN","Sunday",15121
"663","66 ST-LINCOLN","Thursday",25882.25
"664","66 ST-LINCOLN","Tuesday",24254.25
"665","66 ST-LINCOLN","Wednesday",26386
"666","67 AVE","Friday",9670.5
"667","67 AVE","Monday",8361.5
"668","67 AVE","Saturday",4148
"669","67 AVE","Sunday",3699.5
"670","67 AVE","Thursday",9970.75
"671","67 AVE","Tuesday",9983.75
"672","67 AVE","Wednesday",10106.5
"673","68ST-HUNTER COL","Friday",34578.5
"674","68ST-HUNTER COL","Monday",29897.75
"675","68ST-HUNTER COL","Saturday",15395.75
"676","68ST-HUNTER COL","Sunday",12094.25
"677","68ST-HUNTER COL","Thursday",39234.5
"678","68ST-HUNTER COL","Tuesday",38007.25
"679","68ST-HUNTER COL","Wednesday",38194.5
"680","69 ST-FISK AVE","Friday",5472.75
"681","69 ST-FISK AVE","Monday",5061.25
