"","station","date","hour","day_week","entries"
"25468","RECTOR ST","05-05-11",4,"Thursday",82
"25469","RECTOR ST","05-05-11",8,"Thursday",149
"25470","RECTOR ST","05-05-11",12,"Thursday",1768
"25471","RECTOR ST","05-05-11",16,"Thursday",1882
"25472","RECTOR ST","05-05-11",20,"Thursday",4095
"25473","RECTOR ST","05-06-11",0,"Friday",627
"25474","RECTOR ST","05-06-11",4,"Friday",131
"25475","RECTOR ST","05-06-11",8,"Friday",221
"25476","RECTOR ST","05-06-11",12,"Friday",1633
"25477","RECTOR ST","05-06-11",16,"Friday",2040
"25478","RECTOR ST","05-06-11",20,"Friday",3894
"25479","RECTOR ST","05-07-11",0,"Saturday",627
"25480","RECTOR ST","05-07-11",4,"Saturday",84
"25481","RECTOR ST","05-07-11",8,"Saturday",47
"25482","RECTOR ST","05-07-11",12,"Saturday",596
"25483","RECTOR ST","05-07-11",16,"Saturday",1148
"25484","RECTOR ST","05-07-11",20,"Saturday",1067
"25485","RECTOR ST","05-08-11",0,"Sunday",328
"25486","RECTOR ST","05-08-11",4,"Sunday",51
"25487","RECTOR ST","05-08-11",8,"Sunday",2
"25488","RECTOR ST","05-08-11",12,"Sunday",456
"25489","RECTOR ST","05-08-11",16,"Sunday",849
"25490","RECTOR ST","05-08-11",20,"Sunday",646
"25491","RECTOR ST","05-09-11",0,"Monday",175
"25492","RECTOR ST","05-09-11",4,"Monday",25
"25493","RECTOR ST","05-09-11",8,"Monday",275
"25494","RECTOR ST","05-09-11",12,"Monday",1516
"25495","RECTOR ST","05-09-11",16,"Monday",1322
"25496","RECTOR ST","05-09-11",20,"Monday",3874
"25497","RECTOR ST","05-10-11",0,"Tuesday",710
"25498","RECTOR ST","05-10-11",4,"Tuesday",501
"25499","RECTOR ST","05-10-11",8,"Tuesday",272
"25500","RECTOR ST","05-10-11",12,"Tuesday",962
"25501","RECTOR ST","05-10-11",16,"Tuesday",997
"25502","RECTOR ST","05-10-11",20,"Tuesday",3568
"25503","RECTOR ST","05-11-11",0,"Wednesday",2912
"25504","RECTOR ST","05-11-11",4,"Wednesday",78
"25505","RECTOR ST","05-11-11",8,"Wednesday",310
"25506","RECTOR ST","05-11-11",12,"Wednesday",1578
"25507","RECTOR ST","05-11-11",16,"Wednesday",1852
"25508","RECTOR ST","05-11-11",20,"Wednesday",4009
"25509","RECTOR ST","05-12-11",0,"Thursday",647
"25510","RECTOR ST","05-12-11",4,"Thursday",109
"25511","RECTOR ST","05-12-11",8,"Thursday",191
"25512","RECTOR ST","05-12-11",12,"Thursday",1627
"25513","RECTOR ST","05-12-11",16,"Thursday",1843
"25514","RECTOR ST","05-12-11",20,"Thursday",4390
"25515","RECTOR ST","05-13-11",0,"Friday",701
"25516","RECTOR ST","05-13-11",4,"Friday",67
"25517","RECTOR ST","05-13-11",8,"Friday",269
"25518","RECTOR ST","05-13-11",12,"Friday",1454
"25519","RECTOR ST","05-13-11",16,"Friday",2001
"25520","RECTOR ST","05-13-11",20,"Friday",3901
"25521","RECTOR ST","05-14-11",0,"Saturday",677
"25522","RECTOR ST","05-14-11",4,"Saturday",136
"25523","RECTOR ST","05-14-11",8,"Saturday",101
"25524","RECTOR ST","05-14-11",12,"Saturday",1030
"25525","RECTOR ST","05-14-11",16,"Saturday",2146
"25526","RECTOR ST","05-14-11",20,"Saturday",1832
"25527","RECTOR ST","05-15-11",0,"Sunday",696
"25528","RECTOR ST","05-15-11",4,"Sunday",117
"25529","RECTOR ST","05-15-11",8,"Sunday",27
"25530","RECTOR ST","05-15-11",12,"Sunday",764
"25531","RECTOR ST","05-15-11",16,"Sunday",1457
"25532","RECTOR ST","05-15-11",20,"Sunday",1245
"25533","RECTOR ST","05-16-11",0,"Monday",451
"25534","RECTOR ST","05-16-11",4,"Monday",40
"25535","RECTOR ST","05-16-11",8,"Monday",311
"25536","RECTOR ST","05-16-11",12,"Monday",1547
"25537","RECTOR ST","05-16-11",16,"Monday",1782
"25538","RECTOR ST","05-16-11",20,"Monday",4019
"25539","RECTOR ST","05-17-11",0,"Tuesday",538
"25540","RECTOR ST","05-17-11",4,"Tuesday",50
"25541","RECTOR ST","05-17-11",8,"Tuesday",357
"25542","RECTOR ST","05-17-11",12,"Tuesday",1524
"25543","RECTOR ST","05-17-11",16,"Tuesday",1616
"25544","RECTOR ST","05-17-11",20,"Tuesday",4167
"25545","RECTOR ST","05-18-11",0,"Wednesday",722
"25546","RECTOR ST","05-18-11",4,"Wednesday",95
"25547","RECTOR ST","05-18-11",8,"Wednesday",290
"25548","RECTOR ST","05-18-11",12,"Wednesday",1534
"25549","RECTOR ST","05-18-11",16,"Wednesday",1851
"25550","RECTOR ST","05-18-11",20,"Wednesday",4107
"25551","RECTOR ST","05-19-11",0,"Thursday",554
"25552","RECTOR ST","05-19-11",4,"Thursday",61
"25553","RECTOR ST","05-19-11",8,"Thursday",217
"25554","RECTOR ST","05-19-11",12,"Thursday",1615
"25555","RECTOR ST","05-19-11",16,"Thursday",1984
"25556","RECTOR ST","05-19-11",20,"Thursday",4189
"25557","RECTOR ST","05-20-11",0,"Friday",602
"25558","RECTOR ST","05-20-11",4,"Friday",88
"25559","RECTOR ST","05-20-11",8,"Friday",177
"25560","RECTOR ST","05-20-11",12,"Friday",1592
"25561","RECTOR ST","05-20-11",16,"Friday",2045
"25562","RECTOR ST","05-20-11",20,"Friday",3750
"25563","RECTOR ST","05-21-11",0,"Saturday",596
"25564","RECTOR ST","05-21-11",4,"Saturday",149
"25565","RECTOR ST","05-21-11",8,"Saturday",127
"25566","RECTOR ST","05-21-11",12,"Saturday",1051
"25567","RECTOR ST","05-21-11",16,"Saturday",1991
"25568","RECTOR ST","05-21-11",20,"Saturday",1923
"25569","RECTOR ST","05-22-11",0,"Sunday",566
"25570","RECTOR ST","05-22-11",4,"Sunday",115
"25571","RECTOR ST","05-22-11",8,"Sunday",11
"25572","RECTOR ST","05-22-11",12,"Sunday",854
"25573","RECTOR ST","05-22-11",16,"Sunday",1394
"25574","RECTOR ST","05-22-11",20,"Sunday",1299
"25575","RECTOR ST","05-23-11",0,"Monday",340
"25576","RECTOR ST","05-23-11",4,"Monday",44
"25577","RECTOR ST","05-23-11",8,"Monday",323
"25578","RECTOR ST","05-23-11",12,"Monday",1457
"25579","RECTOR ST","05-23-11",16,"Monday",1768
"25580","RECTOR ST","05-23-11",20,"Monday",4045
"25581","RECTOR ST","05-24-11",0,"Tuesday",518
"25582","RECTOR ST","05-24-11",4,"Tuesday",95
"25583","RECTOR ST","05-24-11",8,"Tuesday",305
"25584","RECTOR ST","05-24-11",12,"Tuesday",1541
"25585","RECTOR ST","05-24-11",16,"Tuesday",1795
"25586","RECTOR ST","05-24-11",20,"Tuesday",4304
"25587","RECTOR ST","05-25-11",0,"Wednesday",614
"25588","RECTOR ST","05-25-11",4,"Wednesday",103
"25589","RECTOR ST","05-25-11",8,"Wednesday",291
"25590","RECTOR ST","05-25-11",12,"Wednesday",1568
"25591","RECTOR ST","05-25-11",16,"Wednesday",1811
"25592","RECTOR ST","05-25-11",20,"Wednesday",4151
"25593","RECTOR ST","05-26-11",0,"Thursday",663
"25594","RECTOR ST","05-26-11",4,"Thursday",93
"25595","RECTOR ST","05-26-11",8,"Thursday",145
"25596","RECTOR ST","05-26-11",12,"Thursday",1630
"25597","RECTOR ST","05-26-11",16,"Thursday",1993
"25598","RECTOR ST","05-26-11",20,"Thursday",4241
"25599","RECTOR ST","05-27-11",0,"Friday",656
"25600","RECTOR ST","05-27-11",4,"Friday",178
"25601","RECTOR ST","05-27-11",8,"Friday",148
"25602","RECTOR ST","05-27-11",12,"Friday",1475
"25603","RECTOR ST","05-27-11",16,"Friday",2660
"25604","RECTOR ST","05-27-11",20,"Friday",2904
"25605","RECTOR ST","05-28-11",0,"Saturday",629
"25606","RECTOR ST","05-28-11",4,"Saturday",95
"25607","RECTOR ST","05-28-11",8,"Saturday",105
"25608","RECTOR ST","05-28-11",12,"Saturday",952
"25609","RECTOR ST","05-28-11",16,"Saturday",1645
"25610","RECTOR ST","05-28-11",20,"Saturday",1617
"25611","RECTOR ST","05-29-11",0,"Sunday",621
"25612","RECTOR ST","05-29-11",4,"Sunday",77
"25613","RECTOR ST","05-29-11",8,"Sunday",21
"25614","RECTOR ST","05-29-11",12,"Sunday",845
"25615","RECTOR ST","05-29-11",16,"Sunday",1379
"25616","RECTOR ST","05-29-11",20,"Sunday",1274
"25617","RECTOR ST","05-30-11",0,"Monday",495
"25618","RECTOR ST","05-30-11",4,"Monday",71
"25619","RECTOR ST","05-30-11",8,"Monday",51
"25620","RECTOR ST","05-30-11",12,"Monday",413
"25621","RECTOR ST","05-30-11",16,"Monday",971
"25622","RECTOR ST","05-30-11",20,"Monday",978
"25623","RECTOR ST","05-31-11",0,"Tuesday",380
"25624","RECTOR ST","05-31-11",4,"Tuesday",39
"25625","RECTOR ST","05-31-11",8,"Tuesday",255
"25626","RECTOR ST","05-31-11",12,"Tuesday",1528
"25627","RECTOR ST","05-31-11",16,"Tuesday",1761
"25628","RECTOR ST","05-31-11",20,"Tuesday",4338
"25629","AVE J","05-01-11",4,"Sunday",3510
"25630","AVE J","05-01-11",12,"Sunday",1397
"25631","AVE J","05-01-11",16,"Sunday",1168
"25632","AVE J","05-01-11",20,"Sunday",806
"25633","AVE J","05-02-11",0,"Monday",353
"25634","AVE J","05-02-11",4,"Monday",45
"25635","AVE J","05-02-11",12,"Monday",3946
"25636","AVE J","05-02-11",16,"Monday",1764
"25637","AVE J","05-02-11",20,"Monday",1802
"25638","AVE J","05-03-11",0,"Tuesday",515
"25639","AVE J","05-03-11",4,"Tuesday",50
"25640","AVE J","05-03-11",8,"Tuesday",1411
"25641","AVE J","05-03-11",12,"Tuesday",2600
"25642","AVE J","05-03-11",16,"Tuesday",1724
"25643","AVE J","05-03-11",20,"Tuesday",1852
"25644","AVE J","05-04-11",0,"Wednesday",541
"25645","AVE J","05-04-11",4,"Wednesday",42
"25646","AVE J","05-04-11",8,"Wednesday",1399
"25647","AVE J","05-04-11",12,"Wednesday",2354
"25648","AVE J","05-04-11",16,"Wednesday",1699
"25649","AVE J","05-04-11",20,"Wednesday",1802
"25650","AVE J","05-05-11",0,"Thursday",519
"25651","AVE J","05-05-11",4,"Thursday",35
"25652","AVE J","05-05-11",8,"Thursday",144
"25653","AVE J","05-05-11",12,"Thursday",3973
"25654","AVE J","05-05-11",16,"Thursday",1819
"25655","AVE J","05-05-11",20,"Thursday",1897
"25656","AVE J","05-06-11",0,"Friday",578
"25657","AVE J","05-06-11",4,"Friday",52
"25658","AVE J","05-06-11",12,"Friday",3758
"25659","AVE J","05-06-11",16,"Friday",2001
"25660","AVE J","05-06-11",20,"Friday",1343
"25661","AVE J","05-07-11",0,"Saturday",364
"25662","AVE J","05-07-11",4,"Saturday",55
"25663","AVE J","05-07-11",8,"Saturday",370
"25664","AVE J","05-07-11",12,"Saturday",1073
"25665","AVE J","05-07-11",16,"Saturday",1018
"25666","AVE J","05-07-11",20,"Saturday",680
"25667","AVE J","05-08-11",0,"Sunday",341
"25668","AVE J","05-08-11",4,"Sunday",59
"25669","AVE J","05-08-11",8,"Sunday",143
"25670","AVE J","05-08-11",12,"Sunday",1170
"25671","AVE J","05-08-11",16,"Sunday",1131
"25672","AVE J","05-08-11",20,"Sunday",778
"25673","AVE J","05-09-11",0,"Monday",309
"25674","AVE J","05-09-11",4,"Monday",45
"25675","AVE J","05-09-11",8,"Monday",1455
"25676","AVE J","05-09-11",12,"Monday",2494
"25677","AVE J","05-09-11",16,"Monday",1663
"25678","AVE J","05-09-11",20,"Monday",1858
"25679","AVE J","05-10-11",0,"Tuesday",564
"25680","AVE J","05-10-11",4,"Tuesday",46
"25681","AVE J","05-10-11",12,"Tuesday",4003
"25682","AVE J","05-10-11",16,"Tuesday",630
"25683","AVE J","05-10-11",20,"Tuesday",2331
"25684","AVE J","05-11-11",0,"Wednesday",1271
"25685","AVE J","05-11-11",4,"Wednesday",60
"25686","AVE J","05-11-11",8,"Wednesday",1475
"25687","AVE J","05-11-11",12,"Wednesday",2570
"25688","AVE J","05-11-11",16,"Wednesday",1797
"25689","AVE J","05-11-11",20,"Wednesday",1851
"25690","AVE J","05-12-11",0,"Thursday",551
"25691","AVE J","05-12-11",4,"Thursday",41
"25692","AVE J","05-12-11",8,"Thursday",1053
"25693","AVE J","05-12-11",12,"Thursday",2922
"25694","AVE J","05-12-11",16,"Thursday",1811
"25695","AVE J","05-14-11",0,"Saturday",10034
"25696","AVE J","05-14-11",4,"Saturday",52
"25697","AVE J","05-14-11",8,"Saturday",393
"25698","AVE J","05-14-11",12,"Saturday",1005
"25699","AVE J","05-14-11",16,"Saturday",909
"25700","AVE J","05-14-11",20,"Saturday",711
"25701","AVE J","05-15-11",0,"Sunday",342
"25702","AVE J","05-15-11",4,"Sunday",74
"25703","AVE J","05-15-11",8,"Sunday",296
"25704","AVE J","05-15-11",12,"Sunday",946
"25705","AVE J","05-15-11",16,"Sunday",1026
"25706","AVE J","05-15-11",20,"Sunday",858
"25707","AVE J","05-16-11",0,"Monday",350
"25708","AVE J","05-16-11",4,"Monday",37
"25709","AVE J","05-16-11",8,"Monday",1416
"25710","AVE J","05-16-11",12,"Monday",1764
"25711","AVE J","05-16-11",16,"Monday",2466
"25712","AVE J","05-16-11",20,"Monday",1577
"25713","AVE J","05-17-11",0,"Tuesday",188
"25714","AVE J","05-17-11",4,"Tuesday",310
"25715","AVE J","05-17-11",8,"Tuesday",593
"25716","AVE J","05-17-11",12,"Tuesday",3325
"25717","AVE J","05-17-11",16,"Tuesday",1377
"25718","AVE J","05-17-11",20,"Tuesday",1644
"25719","AVE J","05-18-11",0,"Wednesday",972
"25720","AVE J","05-18-11",4,"Wednesday",37
"25721","AVE J","05-18-11",8,"Wednesday",360
"25722","AVE J","05-18-11",12,"Wednesday",3114
"25723","AVE J","05-18-11",20,"Wednesday",793
"25724","AVE J","05-19-11",0,"Thursday",1514
"25725","AVE J","05-19-11",4,"Thursday",1955
"25726","AVE J","05-19-11",8,"Thursday",1406
"25727","AVE J","05-19-11",12,"Thursday",2467
"25728","AVE J","05-19-11",16,"Thursday",1746
"25729","AVE J","05-19-11",20,"Thursday",1852
"25730","AVE J","05-20-11",0,"Friday",532
"25731","AVE J","05-20-11",4,"Friday",45
"25732","AVE J","05-20-11",12,"Friday",3573
"25733","AVE J","05-20-11",16,"Friday",1913
"25734","AVE J","05-20-11",20,"Friday",1332
"25735","AVE J","05-21-11",0,"Saturday",412
"25736","AVE J","05-21-11",4,"Saturday",49
"25737","AVE J","05-21-11",12,"Saturday",1596
"25738","AVE J","05-21-11",16,"Saturday",1023
"25739","AVE J","05-21-11",20,"Saturday",752
"25740","AVE J","05-22-11",0,"Sunday",424
"25741","AVE J","05-22-11",4,"Sunday",72
"25742","AVE J","05-22-11",12,"Sunday",1233
"25743","AVE J","05-22-11",16,"Sunday",977
"25744","AVE J","05-22-11",20,"Sunday",993
"25745","AVE J","05-23-11",0,"Monday",353
"25746","AVE J","05-23-11",4,"Monday",36
"25747","AVE J","05-23-11",8,"Monday",325
"25748","AVE J","05-23-11",12,"Monday",3237
"25749","AVE J","05-23-11",16,"Monday",1966
"25750","AVE J","05-23-11",20,"Monday",1785
"25751","AVE J","05-24-11",0,"Tuesday",429
"25752","AVE J","05-24-11",4,"Tuesday",48
"25753","AVE J","05-24-11",8,"Tuesday",1360
"25754","AVE J","05-24-11",12,"Tuesday",2572
"25755","AVE J","05-24-11",16,"Tuesday",1701
"25756","AVE J","05-24-11",20,"Tuesday",1459
"25757","AVE J","05-25-11",0,"Wednesday",723
"25758","AVE J","05-25-11",4,"Wednesday",189
"25759","AVE J","05-25-11",8,"Wednesday",1420
"25760","AVE J","05-25-11",12,"Wednesday",2303
"25761","AVE J","05-25-11",16,"Wednesday",2001
"25762","AVE J","05-25-11",20,"Wednesday",1803
"25763","AVE J","05-26-11",0,"Thursday",507
"25764","AVE J","05-26-11",4,"Thursday",54
"25765","AVE J","05-26-11",8,"Thursday",1386
"25766","AVE J","05-26-11",12,"Thursday",766
"25767","AVE J","05-26-11",16,"Thursday",1404
"25768","AVE J","05-26-11",20,"Thursday",1850
"25769","AVE J","05-27-11",0,"Friday",1747
"25770","AVE J","05-27-11",4,"Friday",1021
"25771","AVE J","05-27-11",8,"Friday",514
"25772","AVE J","05-27-11",12,"Friday",3042
"25773","AVE J","05-27-11",16,"Friday",2059
"25774","AVE J","05-27-11",20,"Friday",1415
"25775","AVE J","05-28-11",0,"Saturday",419
"25776","AVE J","05-28-11",4,"Saturday",57
"25777","AVE J","05-28-11",8,"Saturday",351
"25778","AVE J","05-28-11",12,"Saturday",1069
"25779","AVE J","05-28-11",16,"Saturday",914
"25780","AVE J","05-28-11",20,"Saturday",692
"25781","AVE J","05-29-11",0,"Sunday",352
"25782","AVE J","05-29-11",4,"Sunday",65
"25783","AVE J","05-29-11",12,"Sunday",1189
"25784","AVE J","05-29-11",16,"Sunday",1105
"25785","AVE J","05-29-11",20,"Sunday",759
"25786","AVE J","05-30-11",0,"Monday",394
"25787","AVE J","05-30-11",4,"Monday",58
"25788","AVE J","05-30-11",8,"Monday",336
"25789","AVE J","05-30-11",12,"Monday",993
"25790","AVE J","05-30-11",16,"Monday",1243
"25791","AVE J","05-30-11",20,"Monday",1052
"25792","AVE J","05-31-11",0,"Tuesday",388
"25793","AVE J","05-31-11",4,"Tuesday",49
"25794","AVE J","05-31-11",8,"Tuesday",177
"25795","AVE J","05-31-11",12,"Tuesday",3655
"25796","AVE J","05-31-11",16,"Tuesday",1757
"25797","AVE J","05-31-11",20,"Tuesday",1770
"25798","AVE M","05-01-11",0,"Sunday",169
"25799","AVE M","05-01-11",4,"Sunday",26
"25800","AVE M","05-01-11",8,"Sunday",21
"25801","AVE M","05-01-11",12,"Sunday",563
"25802","AVE M","05-01-11",16,"Sunday",582
"25803","AVE M","05-01-11",20,"Sunday",350
"25804","AVE M","05-02-11",0,"Monday",164
"25805","AVE M","05-02-11",4,"Monday",21
"25806","AVE M","05-02-11",8,"Monday",337
"25807","AVE M","05-02-11",12,"Monday",1571
"25808","AVE M","05-02-11",16,"Monday",1785
"25809","AVE M","05-02-11",20,"Monday",1047
"25810","AVE M","05-03-11",0,"Tuesday",194
"25811","AVE M","05-03-11",4,"Tuesday",18
"25812","AVE M","05-03-11",8,"Tuesday",655
"25813","AVE M","05-03-11",12,"Tuesday",1262
"25814","AVE M","05-03-11",16,"Tuesday",1882
"25815","AVE M","05-03-11",20,"Tuesday",1035
"25816","AVE M","05-04-11",0,"Wednesday",209
"25817","AVE M","05-04-11",4,"Wednesday",18
"25818","AVE M","05-04-11",8,"Wednesday",138
"25819","AVE M","05-04-11",12,"Wednesday",1696
"25820","AVE M","05-04-11",16,"Wednesday",1867
"25821","AVE M","05-04-11",20,"Wednesday",1046
"25822","AVE M","05-05-11",0,"Thursday",205
"25823","AVE M","05-05-11",4,"Thursday",16
"25824","AVE M","05-05-11",8,"Thursday",279
"25825","AVE M","05-05-11",12,"Thursday",1623
"25826","AVE M","05-05-11",20,"Thursday",2014
"25827","AVE M","05-06-11",0,"Friday",1119
"25828","AVE M","05-06-11",4,"Friday",28
"25829","AVE M","05-06-11",8,"Friday",172
"25830","AVE M","05-06-11",12,"Friday",334
"25831","AVE M","05-06-11",16,"Friday",3196
"25832","AVE M","05-06-11",20,"Friday",796
"25833","AVE M","05-07-11",0,"Saturday",229
"25834","AVE M","05-07-11",4,"Saturday",25
"25835","AVE M","05-07-11",12,"Saturday",651
"25836","AVE M","05-07-11",16,"Saturday",516
"25837","AVE M","05-07-11",20,"Saturday",339
"25838","AVE M","05-08-11",0,"Sunday",169
"25839","AVE M","05-08-11",4,"Sunday",22
"25840","AVE M","05-08-11",12,"Sunday",540
"25841","AVE M","05-08-11",16,"Sunday",537
"25842","AVE M","05-08-11",20,"Sunday",405
"25843","AVE M","05-09-11",0,"Monday",169
"25844","AVE M","05-09-11",4,"Monday",15
"25845","AVE M","05-09-11",12,"Monday",1871
"25846","AVE M","05-09-11",16,"Monday",1859
"25847","AVE M","05-09-11",20,"Monday",999
"25848","AVE M","05-10-11",0,"Tuesday",259
"25849","AVE M","05-10-11",4,"Tuesday",15
"25850","AVE M","05-10-11",8,"Tuesday",672
"25851","AVE M","05-10-11",12,"Tuesday",1225
"25852","AVE M","05-10-11",16,"Tuesday",1902
"25853","AVE M","05-10-11",20,"Tuesday",925
"25854","AVE M","05-11-11",0,"Wednesday",188
"25855","AVE M","05-11-11",4,"Wednesday",12
"25856","AVE M","05-11-11",8,"Wednesday",120
"25857","AVE M","05-11-11",12,"Wednesday",1768
"25858","AVE M","05-11-11",16,"Wednesday",1827
"25859","AVE M","05-11-11",20,"Wednesday",1056
"25860","AVE M","05-12-11",0,"Thursday",235
"25861","AVE M","05-12-11",4,"Thursday",22
"25862","AVE M","05-12-11",12,"Thursday",1868
"25863","AVE M","05-12-11",16,"Thursday",1910
"25864","AVE M","05-12-11",20,"Thursday",989
"25865","AVE M","05-13-11",0,"Friday",289
"25866","AVE M","05-13-11",4,"Friday",36
"25867","AVE M","05-13-11",12,"Friday",1786
"25868","AVE M","05-13-11",16,"Friday",1815
"25869","AVE M","05-13-11",20,"Friday",871
"25870","AVE M","05-14-11",0,"Saturday",231
"25871","AVE M","05-14-11",4,"Saturday",18
"25872","AVE M","05-14-11",8,"Saturday",114
"25873","AVE M","05-14-11",12,"Saturday",494
"25874","AVE M","05-14-11",16,"Saturday",427
"25875","AVE M","05-14-11",20,"Saturday",303
"25876","AVE M","05-15-11",0,"Sunday",183
"25877","AVE M","05-15-11",4,"Sunday",31
"25878","AVE M","05-15-11",12,"Sunday",530
"25879","AVE M","05-15-11",16,"Sunday",496
"25880","AVE M","05-15-11",20,"Sunday",407
"25881","AVE M","05-16-11",0,"Monday",158
"25882","AVE M","05-16-11",4,"Monday",13
"25883","AVE M","05-16-11",8,"Monday",423
"25884","AVE M","05-16-11",12,"Monday",1409
"25885","AVE M","05-16-11",16,"Monday",1845
"25886","AVE M","05-16-11",20,"Monday",1031
"25887","AVE M","05-17-11",0,"Tuesday",206
"25888","AVE M","05-17-11",4,"Tuesday",20
"25889","AVE M","05-17-11",8,"Tuesday",167
"25890","AVE M","05-17-11",12,"Tuesday",1565
"25891","AVE M","05-17-11",16,"Tuesday",1698
"25892","AVE M","05-17-11",20,"Tuesday",1082
"25893","AVE M","05-18-11",0,"Wednesday",182
"25894","AVE M","05-18-11",4,"Wednesday",16
"25895","AVE M","05-18-11",8,"Wednesday",63
"25896","AVE M","05-18-11",12,"Wednesday",1716
"25897","AVE M","05-18-11",16,"Wednesday",1919
"25898","AVE M","05-18-11",20,"Wednesday",1033
"25899","AVE M","05-19-11",0,"Thursday",226
"25900","AVE M","05-19-11",4,"Thursday",21
"25901","AVE M","05-19-11",12,"Thursday",1830
"25902","AVE M","05-19-11",16,"Thursday",1937
"25903","AVE M","05-19-11",20,"Thursday",1036
"25904","AVE M","05-20-11",0,"Friday",300
"25905","AVE M","05-20-11",4,"Friday",34
"25906","AVE M","05-20-11",12,"Friday",1811
"25907","AVE M","05-20-11",16,"Friday",2029
"25908","AVE M","05-20-11",20,"Friday",781
"25909","AVE M","05-21-11",0,"Saturday",204
"25910","AVE M","05-21-11",4,"Saturday",18
"25911","AVE M","05-21-11",8,"Saturday",79
"25912","AVE M","05-21-11",12,"Saturday",564
"25913","AVE M","05-21-11",16,"Saturday",451
"25914","AVE M","05-21-11",20,"Saturday",321
"25915","AVE M","05-22-11",0,"Sunday",143
"25916","AVE M","05-22-11",4,"Sunday",36
"25917","AVE M","05-22-11",12,"Sunday",561
"25918","AVE M","05-22-11",16,"Sunday",486
"25919","AVE M","05-22-11",20,"Sunday",332
"25920","AVE M","05-23-11",0,"Monday",174
"25921","AVE M","05-23-11",4,"Monday",14
"25922","AVE M","05-23-11",8,"Monday",293
"25923","AVE M","05-23-11",12,"Monday",1566
"25924","AVE M","05-23-11",16,"Monday",1752
"25925","AVE M","05-23-11",20,"Monday",1021
"25926","AVE M","05-24-11",0,"Tuesday",183
"25927","AVE M","05-24-11",4,"Tuesday",21
"25928","AVE M","05-24-11",8,"Tuesday",368
"25929","AVE M","05-24-11",12,"Tuesday",1476
"25930","AVE M","05-24-11",16,"Tuesday",1912
"25931","AVE M","05-24-11",20,"Tuesday",997
"25932","AVE M","05-25-11",0,"Wednesday",200
"25933","AVE M","05-25-11",4,"Wednesday",17
"25934","AVE M","05-25-11",12,"Wednesday",1848
"25935","AVE M","05-25-11",20,"Wednesday",831
"25936","AVE M","05-26-11",0,"Thursday",2359
"25937","AVE M","05-26-11",4,"Thursday",23
"25938","AVE M","05-26-11",12,"Thursday",1997
"25939","AVE M","05-26-11",16,"Thursday",2003
"25940","AVE M","05-26-11",20,"Thursday",916
"25941","AVE M","05-27-11",0,"Friday",251
"25942","AVE M","05-27-11",4,"Friday",33
"25943","AVE M","05-27-11",8,"Friday",271
"25944","AVE M","05-27-11",12,"Friday",1546
"25945","AVE M","05-27-11",16,"Friday",1990
"25946","AVE M","05-27-11",20,"Friday",820
"25947","AVE M","05-28-11",0,"Saturday",182
"25948","AVE M","05-28-11",4,"Saturday",19
"25949","AVE M","05-28-11",12,"Saturday",610
"25950","AVE M","05-28-11",16,"Saturday",435
"25951","AVE M","05-28-11",20,"Saturday",294
"25952","AVE M","05-29-11",0,"Sunday",173
"25953","AVE M","05-29-11",4,"Sunday",25
"25954","AVE M","05-29-11",12,"Sunday",578
"25955","AVE M","05-29-11",16,"Sunday",532
"25956","AVE M","05-29-11",20,"Sunday",399
"25957","AVE M","05-30-11",0,"Monday",170
"25958","AVE M","05-30-11",4,"Monday",24
"25959","AVE M","05-30-11",8,"Monday",76
"25960","AVE M","05-30-11",12,"Monday",532
"25961","AVE M","05-30-11",16,"Monday",631
"25962","AVE M","05-30-11",20,"Monday",539
"25963","AVE M","05-31-11",0,"Tuesday",197
"25964","AVE M","05-31-11",4,"Tuesday",20
"25965","AVE M","05-31-11",8,"Tuesday",376
"25966","AVE M","05-31-11",12,"Tuesday",1501
"25967","AVE M","05-31-11",16,"Tuesday",1798
"25968","AVE M","05-31-11",20,"Tuesday",1032
"25969","NECK ROAD","05-01-11",0,"Sunday",156
"25970","NECK ROAD","05-01-11",4,"Sunday",93
"25971","NECK ROAD","05-01-11",8,"Sunday",90
"25972","NECK ROAD","05-01-11",12,"Sunday",819
"25973","NECK ROAD","05-01-11",16,"Sunday",258
"25974","NECK ROAD","05-01-11",20,"Sunday",314
"25975","NECK ROAD","05-02-11",0,"Monday",378
"25976","NECK ROAD","05-02-11",4,"Monday",25
"25977","NECK ROAD","05-02-11",8,"Monday",196
"25978","NECK ROAD","05-02-11",12,"Monday",2917
"25979","NECK ROAD","05-02-11",16,"Monday",515
"25980","NECK ROAD","05-02-11",20,"Monday",507
"25981","NECK ROAD","05-03-11",0,"Tuesday",143
"25982","NECK ROAD","05-03-11",4,"Tuesday",7
"25983","NECK ROAD","05-03-11",8,"Tuesday",207
"25984","NECK ROAD","05-03-11",12,"Tuesday",1671
"25985","NECK ROAD","05-03-11",16,"Tuesday",406
"25986","NECK ROAD","05-03-11",20,"Tuesday",2193
"25987","NECK ROAD","05-04-11",0,"Wednesday",150
"25988","NECK ROAD","05-04-11",4,"Wednesday",15
"25989","NECK ROAD","05-04-11",12,"Wednesday",3068
"25990","NECK ROAD","05-04-11",16,"Wednesday",614
"25991","NECK ROAD","05-04-11",20,"Wednesday",522
"25992","NECK ROAD","05-05-11",0,"Thursday",159
"25993","NECK ROAD","05-05-11",4,"Thursday",22
"25994","NECK ROAD","05-05-11",8,"Thursday",1065
